,United States,Japan,United Kingdom,Canada,Switzerland,Germany,Australia,Spain,Italy,Eurozone,China,India,Korea,Brazil,Turkiye,Russia,ACWI
2013-09-11,13.3588,125.2259,12.588211,,132.86,127.38,146.56,,166.54,134.2797,78.02,13.74,8.05,88.45,199.91,124.6,13.157979
2013-09-12,13.3093,125.6624,12.590929,,132.33,127.19,145.01,,168.88,134.2025,77.65,13.5,8.03,88.29,202.48,125.05,13.128718
2013-09-13,13.3946,125.8231,12.580541,,132.65,127.29,145.73,,168.25,134.438,77.57,13.53,7.99,88.39,199.25,124.98,13.183994
2013-09-16,13.3767,125.6367,12.652566,,133.13,129.04,146.18,,168.34,135.7095,77.46,13.56,8.03,89.54,208.93,127.37,13.201399
2013-09-17,13.4368,124.4668,12.551555,,132.77,128.6,145.96,,170.03,135.4673,77.98,13.52,8.03,89.07,209.51,127.77,13.211227
2013-09-18,13.6013,126.3385,12.52996,,133.51,128.76,147.51,,170.1,136.2353,77.91,13.64,8.03,90.35,209.97,127.58,13.334082
2013-09-19,13.382,126.1284,12.655799,,134.36,129.8,146.22,,170.88,137.2143,77.26,14.11,8.03,92.3,224.77,131.0,13.241111
2013-09-20,13.3175,126.5935,12.59757,,134.25,129.28,144.97,,173.04,137.0286,77.08,13.83,8.03,91.88,218.92,130.03,13.190249
2013-09-23,13.2711,127.9471,12.524801,,133.83,128.85,145.57,,172.25,136.2063,77.27,13.65,8.03,91.71,215.74,129.48,13.161764
2013-09-24,13.2379,127.4566,12.551613,,133.71,129.06,146.02,,172.89,136.8358,77.41,13.57,8.0,91.22,213.79,129.1,13.143496
2013-09-25,13.1869,127.0752,12.513898,,133.55,129.08,146.29,,174.91,136.9093,76.6,13.65,7.92,90.23,211.78,129.12,13.114078
2013-09-26,13.2606,128.7637,12.541947,,133.7,129.43,146.89,,173.99,136.7573,76.71,13.71,7.91,90.8,208.93,128.99,13.174571
2013-09-27,13.148,128.7645,12.441908,,133.94,129.05,142.83,,171.98,136.5089,76.34,13.58,7.96,89.47,204.32,127.51,13.10159
2013-09-30,13.0735,126.3578,12.343752,,133.1,128.16,143.3,,169.9,135.459,76.12,13.41,7.91,89.36,203.96,126.48,13.011174
2013-10-01,13.1894,126.4261,12.336647,,134.65,129.19,144.38,,167.43,137.2025,75.01,13.49,7.93,89.8,211.24,128.27,13.105152
2013-10-02,13.1188,124.9414,12.293458,,133.31,129.18,143.51,,172.56,136.4613,75.1,13.43,7.88,90.11,207.5,127.63,13.0223
2013-10-03,12.9696,124.6302,12.316322,,133.09,128.93,142.43,,173.92,135.7797,75.07,13.81,7.88,90.13,210.26,128.26,12.921823
2013-10-04,13.0885,123.985,12.323366,,132.88,128.54,142.43,,173.72,136.6785,75.93,13.91,7.88,89.39,211.69,129.17,12.988423
2013-10-07,12.9996,122.6191,12.29238,,132.08,127.88,141.85,,176.58,136.388,76.01,13.92,7.86,89.82,211.2,129.33,12.917806
2013-10-08,12.8186,122.6654,12.158644,,131.48,128.16,142.13,,177.27,135.5987,75.64,13.92,7.85,89.66,209.69,130.51,12.784712
2013-10-09,12.9026,124.8538,12.113985,,129.88,127.42,142.53,,176.21,135.429,76.48,14.15,7.85,90.61,208.57,129.64,12.833068
2013-10-10,13.1797,124.877,12.286741,,131.35,129.71,145.2,,177.57,138.1442,76.53,14.29,7.9,91.97,212.47,131.49,13.048764
2013-10-11,13.2236,126.1678,12.397456,,132.27,130.53,144.43,,179.9,138.4666,76.14,14.5,7.98,92.84,213.09,130.84,13.105973
2013-10-14,13.2542,126.1906,12.43257,,132.25,130.29,146.25,,180.65,138.5323,76.74,14.47,7.95,92.31,212.7,130.76,13.128731
2013-10-15,13.2408,126.417,12.509483,,133.41,131.85,148.09,,180.97,139.84,76.61,14.38,8.09,93.67,212.7,132.03,13.170225
2013-10-16,13.4369,126.1543,12.55132,,132.72,132.28,149.16,,181.72,140.3885,77.54,14.33,8.08,94.4,212.7,132.4,13.284932
2013-10-17,13.3574,126.9439,12.56328,,133.38,131.7,149.65,,182.67,140.2234,77.26,14.22,8.05,93.85,212.7,131.62,13.254054
2013-10-18,13.4139,126.5417,12.651738,,134.39,132.82,150.9,,182.66,141.4347,75.94,14.49,8.06,93.95,212.7,133.52,13.319128
2013-10-21,13.4346,126.9237,12.711036,,135.93,133.51,151.78,,183.38,141.5102,76.35,14.52,8.1,93.48,219.75,133.61,13.35185
2013-10-22,13.4156,126.2133,12.792583,,136.6,134.94,150.59,,183.6,142.1779,76.96,14.39,8.08,94.01,220.82,134.37,13.3489
2013-10-23,13.3435,125.3358,12.763128,,137.17,134.29,149.65,,184.78,140.9634,75.95,14.36,8.02,92.39,217.7,132.62,13.265502
2013-10-24,13.3667,125.7075,12.839134,,137.32,135.26,149.18,,180.53,141.7212,74.41,14.34,8.0,90.07,218.3,132.55,13.297218
2013-10-25,13.4344,123.1195,12.855891,,137.23,135.54,150.94,,182.8,141.3274,73.63,14.27,7.96,90.85,218.58,132.03,13.306816
2013-10-28,13.4605,124.8939,12.865768,,137.65,134.71,150.12,,179.86,140.8733,73.05,14.18,8.0,91.36,219.03,131.94,13.333765
2013-10-29,13.5518,124.0457,12.958556,,136.51,135.05,149.86,,179.34,141.9699,73.56,14.37,7.99,91.14,219.03,131.75,13.383662
2013-10-30,13.485,125.1848,12.963813,,137.19,136.04,149.71,,183.02,141.8049,74.05,14.55,8.08,91.46,216.48,131.15,13.362367
2013-10-31,13.6076,125.7696,12.876424,,138.11,135.86,150.78,,182.91,142.7566,75.64,14.8,8.04,91.21,215.26,130.7,13.460194
2013-11-01,13.7557,124.822,12.881868,,138.11,135.86,150.78,,182.91,142.1074,76.54,14.8,8.09,91.21,215.26,130.7,13.524946
2013-11-04,13.7812,124.8345,12.935424,,137.19,136.46,150.78,,183.58,142.742,77.22,14.91,8.05,91.16,210.65,130.73,13.55245
2013-11-05,13.78,125.17,12.903769,,136.74,135.52,153.8,,182.96,141.8426,76.87,14.88,8.03,88.76,204.74,129.8,13.552137
2013-11-06,13.7898,125.5068,12.905346,,137.56,136.87,153.79,,181.15,142.9053,76.68,14.62,8.04,88.31,206.96,130.2,13.573893
2013-11-07,13.7578,125.5683,12.822235,,138.31,137.77,153.64,,182.65,142.5017,76.21,14.67,8.1,89.15,208.77,129.73,13.55964
2013-11-08,13.9767,124.8732,12.839321,,138.13,136.41,152.56,,180.18,142.2714,76.46,14.59,8.02,85.15,202.67,127.96,13.66146
2013-11-11,13.9261,125.2091,12.873153,,139.26,137.74,151.65,,180.4,143.099,75.88,14.3,7.93,86.46,197.44,127.18,13.64186
2013-11-12,13.8627,126.6361,12.865898,,138.56,137.3,148.94,,182.06,142.3212,76.61,14.05,7.95,85.15,196.33,127.89,13.592335
2013-11-13,14.012,126.9845,12.704765,,137.66,135.74,150.6,,181.53,141.7002,76.13,14.03,7.87,84.62,197.26,125.63,13.655052
2013-11-14,14.025,127.3569,12.767338,,138.79,137.7,151.93,,178.25,142.9436,74.59,14.2,7.86,86.14,202.05,127.45,13.69706
2013-11-15,14.0673,129.0013,12.821901,,139.13,138.29,151.9,,178.55,143.0776,75.23,14.16,8.03,86.14,204.13,127.3,13.754512
2013-11-18,13.9632,129.1298,12.881693,,139.79,138.84,151.9,,178.59,144.1283,76.79,14.52,8.07,89.17,208.11,129.3,13.714869
2013-11-19,13.9365,128.3699,12.834872,,138.88,138.53,150.03,,182.38,142.8988,79.62,14.65,8.15,89.42,206.73,128.17,13.662014
2013-11-20,13.9497,128.9251,12.813327,,138.72,138.39,150.11,,179.61,142.7777,79.56,14.4,8.09,89.42,210.59,127.26,13.68263
2013-11-21,14.0657,128.8814,12.811955,,138.19,138.19,149.4,,179.44,142.649,80.13,14.12,7.97,86.45,206.8,127.08,13.727502
2013-11-22,14.0706,128.3956,12.800226,,138.18,138.6,147.78,,180.49,143.1181,79.61,14.07,8.0,86.96,210.26,128.35,13.721792
2013-11-25,14.0717,129.1661,12.837172,,138.84,139.75,147.79,,180.78,143.8708,79.64,14.4,8.07,86.52,213.49,127.86,13.74476
2013-11-26,14.0187,128.2799,12.725428,,138.31,139.66,145.99,,180.78,143.3615,79.73,14.27,8.04,84.84,209.57,127.35,13.675783
2013-11-27,14.041,126.746,12.751314,,138.59,140.54,145.4,,180.62,144.2148,79.17,14.29,8.0,84.83,206.88,126.69,13.687425
2013-11-28,14.0151,127.9118,12.763201,,138.92,140.95,145.2,,181.62,144.6961,79.64,14.27,8.05,85.2,206.35,126.35,13.687425
2013-11-29,13.988,127.3502,12.756371,,139.02,141.28,144.58,,183.16,144.5969,79.55,14.41,8.11,84.89,208.65,126.68,13.676892
2013-12-02,14.0109,127.0665,12.649879,,138.97,141.34,144.26,,183.09,144.0895,80.11,14.61,8.09,84.55,205.82,126.54,13.676818
2013-12-03,13.9346,127.8653,12.53353,,136.6,139.48,144.91,,181.52,141.2557,80.96,14.51,7.99,82.34,199.67,124.95,13.578886
2013-12-04,13.9509,125.6214,12.494246,,135.66,136.79,141.74,,178.01,140.3262,80.19,14.51,7.92,80.74,199.37,124.43,13.53942
2013-12-05,13.789,124.2578,12.472996,,135.44,137.09,140.73,,177.51,138.8673,79.96,14.66,7.87,80.64,195.79,123.88,13.391248
2013-12-06,13.9168,123.8579,12.576411,,136.2,137.83,139.43,,174.94,139.8691,79.53,14.69,7.86,81.69,199.88,125.33,13.480062
2013-12-09,13.9062,125.0564,12.592075,,136.41,138.46,138.86,,176.21,140.347,79.44,14.93,7.94,82.59,201.45,127.09,13.486974
2013-12-10,13.8097,124.9504,12.52139,,135.35,136.8,138.33,,177.87,139.3293,79.49,14.81,7.87,82.49,200.88,127.43,13.408195
2013-12-11,13.6354,124.6645,12.494205,,135.06,136.99,135.3,,177.61,138.6863,78.95,14.69,7.8,81.1,198.27,126.6,13.273419
2013-12-12,13.623,123.4292,12.374989,,133.22,135.4,134.85,,174.9,137.672,77.5,14.5,7.75,79.88,196.24,126.11,13.215795
2013-12-13,13.6446,123.2074,12.365656,,133.35,135.23,135.22,,172.93,137.4379,76.93,14.31,7.75,80.62,200.12,125.98,13.229479
2013-12-16,13.7073,121.5303,12.51814,,134.28,137.62,135.39,,172.9,139.6879,77.24,14.34,7.72,81.23,202.91,126.28,13.294636
2013-12-17,13.6881,122.9875,12.449868,,134.2,137.11,134.52,,176.68,138.268,76.51,14.39,7.74,81.12,190.5,127.22,13.272013
2013-12-18,13.8841,124.0947,12.462903,,135.1,137.97,137.45,,174.64,139.614,76.38,14.5,7.78,80.74,189.79,128.29,13.414574
2013-12-19,13.9726,125.1043,12.639443,,136.63,139.43,139.72,,176.73,141.97,76.49,14.53,7.76,81.45,182.06,128.59,13.546287
2013-12-20,14.0383,125.1319,12.680393,,137.78,140.74,141.4,,179.19,142.8002,76.13,14.74,7.77,81.3,182.28,128.24,13.613475
2013-12-23,14.0766,124.9151,12.824819,,138.58,141.79,142.33,,180.94,143.838,75.37,14.74,7.83,81.47,177.95,130.06,13.668153
2013-12-24,14.1595,124.605,12.824819,,138.58,141.79,142.52,,180.94,144.0438,75.48,14.74,7.83,81.47,182.55,130.41,13.727995
2013-12-25,14.1595,124.605,12.824819,,138.58,141.79,142.52,,180.94,144.0438,75.48,14.74,7.83,81.47,182.55,130.41,13.727995
2013-12-26,14.2,126.0033,12.824819,,138.58,141.79,142.52,,180.94,144.0414,75.48,14.74,7.83,81.47,182.55,130.41,13.727995
2013-12-27,14.1094,125.7957,12.961056,,140.31,143.14,141.63,,181.94,145.7018,76.44,14.71,7.92,81.41,161.52,130.4,13.740937
2013-12-30,14.0695,126.536,12.926146,,140.08,142.94,141.49,,184.64,145.4176,76.28,14.68,7.97,81.91,173.3,130.94,13.72098
2013-12-31,14.1615,126.7715,12.926146,,140.08,142.94,142.88,,184.5,145.7444,75.91,14.77,7.97,81.91,171.47,131.76,13.796713
2014-01-01,14.1615,126.7715,12.926146,,140.08,142.94,142.88,,184.5,145.7444,75.91,14.77,7.97,81.91,171.47,131.76,13.796713
2014-01-02,14.1618,127.9815,12.893955,,140.08,141.7,143.32,,184.5,143.8826,76.43,14.7,7.95,80.64,168.94,131.39,13.787006
2014-01-03,14.204,129.0801,12.91778,,140.56,141.92,143.88,,185.04,144.6313,76.96,14.8,7.87,81.19,166.6,129.82,13.840044
2014-01-06,14.1381,127.5739,12.915489,,140.35,142.07,142.67,,186.85,144.4831,75.48,14.73,7.79,80.77,171.53,126.78,13.76968
2014-01-07,14.2616,126.8581,12.960017,,140.6,142.67,141.97,,187.97,146.0468,74.44,14.65,7.79,82.28,175.41,126.84,13.860891
2014-01-08,14.268,128.9204,12.894302,,141.02,142.43,142.44,,189.3,146.2648,74.29,14.75,7.8,80.74,170.88,126.08,13.889442
2014-01-09,14.2885,128.1596,12.833189,,140.46,142.88,141.24,,187.74,145.5466,75.23,14.83,7.79,79.33,168.13,125.47,13.872741
2014-01-10,14.231,128.2582,12.926442,,141.74,142.47,140.93,,188.54,146.1661,74.36,14.78,7.72,79.8,172.61,125.8,13.858077
2014-01-13,14.0719,129.3985,12.959138,,142.56,143.08,140.08,,189.57,146.8056,74.03,15.06,7.81,80.46,172.61,125.68,13.796243
2014-01-14,14.1886,125.7867,12.978908,,142.24,142.49,139.82,,191.7,147.0273,74.35,15.0,7.76,79.74,172.24,125.57,13.815397
2014-01-15,14.3595,128.1514,13.085618,,142.39,146.04,141.51,,191.68,149.1461,73.86,15.21,7.8,80.89,173.2,126.18,13.980092
2014-01-16,14.3328,128.3659,13.079459,,142.9,146.23,139.5,,194.86,148.6752,74.79,15.09,7.79,80.38,168.64,125.67,13.967362
2014-01-17,14.3238,128.8711,13.108111,,143.63,146.67,139.34,,194.44,148.9346,74.76,15.0,7.78,79.44,165.84,125.39,13.995565
2014-01-20,14.3172,128.6712,13.12425,,143.62,146.28,140.06,,195.06,148.7817,75.14,15.15,7.8,80.52,164.72,125.02,13.995565
2014-01-21,14.3771,128.8237,13.11762,,143.36,147.11,139.97,,194.78,148.6637,74.22,15.13,7.84,79.62,165.17,124.39,14.027308
2014-01-22,14.3652,129.0729,13.10639,,143.01,146.61,139.58,,194.1,148.5323,74.92,15.17,7.82,79.14,166.78,124.07,14.026553
2014-01-23,14.1176,127.5669,13.004054,,142.12,144.83,136.46,,193.12,147.2099,75.5,15.0,7.68,78.1,159.02,122.5,13.813236
2014-01-24,13.8175,126.7825,12.799185,,139.55,142.0,136.46,,191.57,143.299,73.75,14.65,7.54,74.86,154.0,119.58,13.539762
2014-01-27,13.7624,123.3125,12.585391,,138.01,140.61,134.1,,187.02,142.4543,72.58,14.18,7.51,74.87,156.38,117.81,13.43941
2014-01-28,13.8567,122.4599,12.624107,,139.15,141.69,136.2,,186.08,143.6289,70.82,14.25,7.49,74.98,156.63,117.53,13.502483
2014-01-29,13.736,126.4047,12.569077,,138.87,139.49,134.81,,188.04,142.7765,70.95,14.33,7.61,72.62,153.89,114.93,13.458972
2014-01-30,13.9732,123.3282,12.551826,,139.32,140.72,135.85,,186.81,143.2116,72.31,14.19,7.61,73.54,156.34,115.73,13.57187
2014-01-31,13.9637,124.5323,12.49771,,139.48,138.56,136.13,,186.65,142.4855,72.41,14.48,7.61,73.14,153.78,115.24,13.574327
2014-02-03,13.6112,122.7006,12.410773,,137.77,138.88,134.14,,186.75,140.4783,72.82,14.27,7.53,72.12,152.28,113.42,13.316414
2014-02-04,13.7235,116.9665,12.382792,,137.67,137.56,135.11,,182.45,140.4282,72.65,14.24,7.44,72.56,155.78,114.25,13.307862
2014-02-05,13.6765,119.4834,12.400693,,137.86,137.22,136.85,,183.73,140.5387,70.1,14.33,7.42,73.12,155.88,115.89,13.308439
2014-02-06,13.7833,117.8997,12.590905,,139.66,138.48,138.74,,184.6,142.979,69.85,14.24,7.45,73.98,162.33,118.37,13.416684
2014-02-07,13.9473,120.0578,12.612882,,141.03,139.82,140.11,,188.36,144.0827,69.98,14.33,7.5,75.48,161.45,118.17,13.558491
2014-02-10,13.9394,121.5624,12.653538,,140.88,139.96,140.05,,189.7,144.0301,70.97,14.25,7.51,74.68,160.0,117.95,13.571624
2014-02-11,14.0641,120.8838,12.809283,,141.68,141.78,143.2,,189.45,146.0243,70.83,14.29,7.53,74.38,161.87,118.74,13.691435
2014-02-12,14.1564,123.0073,12.835078,,142.08,144.38,143.95,,191.55,146.8221,71.96,14.48,7.64,75.94,164.77,119.91,13.812097
2014-02-13,14.1586,120.6956,12.802975,,142.33,143.19,143.58,,193.86,147.0491,73.31,14.18,7.54,73.34,160.82,118.04,13.780204
2014-02-14,14.2071,119.308,12.811217,,143.04,145.27,145.11,,193.15,148.0002,72.38,14.31,7.62,74.81,164.27,119.27,13.818869
2014-02-17,14.1898,119.8603,12.95028,,143.12,145.79,145.39,,196.13,148.1653,72.75,14.36,7.67,75.45,166.56,119.66,13.818869
2014-02-18,14.1577,122.2513,13.066133,,143.15,145.35,145.83,,197.21,148.0294,73.77,14.33,7.6,73.76,162.73,118.82,13.842809
2014-02-19,14.0632,121.8686,13.091567,,143.27,145.49,146.37,,197.04,148.134,73.3,14.4,7.57,72.7,159.92,116.48,13.797785
2014-02-20,14.1919,119.723,13.121204,,142.64,143.63,146.55,,197.56,147.9967,73.31,14.32,7.48,73.85,160.53,115.52,13.848147
2014-02-21,14.1326,121.7644,13.168497,,143.13,145.13,146.52,,196.79,148.5603,72.66,14.47,7.56,75.79,161.62,117.0,13.848235
2014-02-24,14.2391,121.8344,13.216037,,143.9,145.56,147.6,,196.6,149.6223,72.64,14.54,7.55,76.21,162.53,116.91,13.938626
2014-02-25,14.213,123.5602,13.147554,,144.33,145.35,147.69,,197.46,149.6614,71.85,14.54,7.6,75.85,155.24,116.15,13.941456
2014-02-26,14.2839,123.3182,13.092797,,144.6,145.35,147.15,,197.57,149.1264,71.46,14.69,7.71,75.7,152.8,115.77,13.972591
2014-02-27,14.3411,122.6384,13.11162,,144.51,144.27,146.82,,197.99,148.6096,72.47,14.67,7.69,76.68,154.05,113.85,13.990798
2014-02-28,14.2457,120.9177,13.115833,,145.0,145.9,144.68,,197.35,149.2774,73.21,14.73,7.64,77.43,155.79,114.8,13.917831
2014-03-03,14.1798,120.4825,12.921914,,142.71,142.3,145.24,,198.48,144.9972,73.22,14.64,7.59,77.43,150.77,102.51,13.790914
2014-03-04,14.4288,120.6029,13.135397,,144.19,144.71,147.67,,191.9,148.5779,72.44,14.77,7.53,77.43,156.18,107.1,14.009667
2014-03-05,14.4331,121.2556,13.058186,,144.65,144.53,148.72,,198.04,148.6561,72.89,14.95,7.59,76.87,158.13,107.54,14.025999
2014-03-06,14.3547,121.076,13.084274,,145.76,144.81,150.06,,201.42,149.3312,72.39,15.11,7.59,77.68,160.03,106.73,13.985635
2014-03-07,14.3403,121.4296,12.93905,,144.0,142.69,150.06,,202.67,147.2406,72.36,15.26,7.55,76.37,155.47,105.33,13.923503
2014-03-10,14.3161,120.3689,12.892808,,143.47,139.73,146.91,,201.71,146.8848,72.18,15.27,7.45,74.25,153.23,103.98,13.867457
2014-03-11,14.2567,121.0685,12.881432,,143.77,141.66,146.05,,202.63,146.8794,70.64,15.22,7.5,75.66,153.57,102.53,13.844921
2014-03-12,14.2243,118.6481,12.793133,,143.13,138.85,145.85,,203.62,145.3992,70.72,15.13,7.36,73.9,153.0,99.97,13.757335
2014-03-13,14.0365,118.7674,12.665575,,141.79,137.71,144.6,,202.23,143.4017,69.34,14.98,7.36,74.24,153.54,96.72,13.621777
2014-03-14,13.9994,115.6678,12.617825,,140.52,135.75,144.22,,200.35,142.5825,68.79,15.0,7.28,73.24,153.46,96.8,13.537062
2014-03-17,14.1315,114.6559,12.694769,,141.05,138.34,145.76,,198.38,144.6102,68.06,14.98,7.31,73.71,156.06,99.99,13.641333
2014-03-18,14.2482,115.9572,12.762265,,142.79,140.15,146.95,,202.32,145.8309,67.82,15.09,7.39,74.23,159.25,104.75,13.750338
2014-03-19,14.1643,115.6578,12.70463,,142.67,140.37,145.01,,203.79,145.8414,68.24,15.06,7.36,76.36,158.14,104.17,13.693024
2014-03-20,14.3805,113.94,12.647973,,142.78,139.47,146.6,,203.78,146.1916,68.22,15.13,7.3,77.71,158.86,102.59,13.787513
2014-03-21,14.339,113.9611,12.677876,,143.09,141.26,147.61,,203.81,146.386,67.68,15.18,7.31,79.2,157.49,101.24,13.781814
2014-03-24,14.2681,115.5952,12.607319,,141.57,138.47,147.83,,203.0,144.4568,68.78,15.41,7.35,79.02,154.78,100.75,13.719501
2014-03-25,14.3383,115.6121,12.7672,,142.38,140.52,149.76,,200.19,146.3772,70.33,15.46,7.42,80.25,158.07,103.43,13.807155
2014-03-26,14.2295,116.4352,12.774056,,143.39,142.78,150.12,,201.62,147.9943,69.74,15.59,7.52,81.13,167.5,105.53,13.789043
2014-03-27,14.2518,118.4735,12.774056,,143.66,142.49,151.62,,205.89,148.1194,70.42,15.69,7.55,83.71,167.3,104.37,13.835978
2014-03-28,14.3048,118.3032,12.796416,,144.15,144.36,152.01,,206.87,149.7819,70.4,15.98,7.61,85.29,172.12,105.34,13.896403
2014-03-31,14.3869,119.6405,12.763534,,145.48,145.15,152.24,,209.37,149.7018,71.44,15.99,7.63,85.29,178.53,108.27,13.96674
2014-04-01,14.4762,118.9481,12.863594,,145.9,145.53,152.45,,211.99,150.9585,71.83,16.03,7.7,85.65,180.77,109.81,14.037243
2014-04-02,14.5471,119.8215,12.881938,,146.42,145.51,152.52,,214.62,150.9452,72.41,16.17,7.73,86.29,181.87,108.44,14.097414
2014-04-03,14.5855,120.6664,12.881938,,146.19,146.17,153.47,,212.19,151.6088,72.46,16.06,7.72,87.21,184.28,107.89,14.13137
2014-04-04,14.4271,121.1471,12.948732,,146.47,146.16,154.19,,214.65,152.6245,72.88,15.98,7.76,90.03,188.81,109.31,14.081975
2014-04-07,14.2213,119.3577,12.81364,,145.33,144.16,153.08,,216.13,150.694,72.53,15.92,7.75,89.18,187.77,106.3,13.891021
2014-04-08,14.2235,117.8428,12.762435,,144.87,142.23,155.11,,214.4,149.9245,72.29,15.85,7.81,92.14,192.64,106.78,13.877335
2014-04-09,14.3485,115.4869,12.851126,,145.36,143.61,155.31,,211.14,150.4284,73.01,16.02,7.91,88.11,186.4,106.42,13.94528
2014-04-10,13.9918,115.2708,12.86198,,145.46,143.69,154.3,,211.74,149.2919,73.58,15.96,7.93,88.86,189.32,107.58,13.730157
2014-04-11,13.8534,113.5055,12.712983,,143.33,140.15,151.81,,209.61,147.4438,74.29,15.91,7.91,88.45,186.96,107.02,13.578205
2014-04-14,14.0399,113.7609,12.762236,,143.75,139.6,153.56,,207.02,147.799,72.9,15.97,7.91,89.54,189.63,104.59,13.700967
2014-04-15,14.1262,114.2195,12.68105,,142.61,140.02,153.6,,206.72,146.0063,73.29,15.95,7.89,88.13,184.71,101.95,13.712509
2014-04-16,14.2922,116.7308,12.764985,,143.63,139.69,154.6,,202.07,148.3731,71.84,15.75,7.87,87.4,185.28,102.95,13.881873
2014-04-17,14.2823,116.4638,12.840137,,144.56,141.49,154.29,,207.95,149.1784,71.94,15.95,7.81,87.35,188.64,104.7,13.894855
2014-04-18,14.2823,116.4638,12.840137,,144.56,141.49,154.29,,207.95,149.1784,71.94,15.95,7.9,87.35,188.64,104.7,13.894855
2014-04-21,14.3687,116.881,12.840137,,144.56,141.49,154.29,,207.95,149.1736,71.94,15.95,7.9,87.35,188.64,104.7,13.894855
2014-04-22,14.4355,116.1017,12.949747,,145.99,144.61,155.99,,209.73,151.3243,72.28,15.97,7.86,89.33,187.72,104.73,14.036238
2014-04-23,14.3706,117.1913,12.955111,,146.03,144.3,154.59,,213.65,150.4247,72.09,15.95,7.82,88.4,187.72,104.08,13.982515
2014-04-24,14.4057,116.391,13.010545,,145.96,142.91,154.59,,211.03,150.9202,71.24,15.97,7.81,88.66,185.62,101.58,14.00844
2014-04-25,14.2706,116.9264,12.981348,,145.22,142.45,154.1,,212.65,149.1376,71.44,16.0,7.69,88.05,183.21,98.5,13.905256
2014-04-28,14.3098,115.2763,13.01129,,145.32,142.71,152.59,,210.75,149.6339,70.35,15.97,7.69,87.09,186.63,98.88,13.91523
2014-04-29,14.4059,115.5537,13.01129,,145.92,144.59,152.95,,210.92,151.5576,69.75,15.93,7.73,90.42,187.72,100.53,13.91523
2014-04-30,14.3994,115.8338,13.169722,,146.21,144.98,151.43,,214.21,151.3138,70.74,15.85,7.69,88.41,190.46,101.76,14.024353
2014-05-01,14.3979,117.6319,13.224657,,146.21,144.98,151.43,,214.21,151.3108,69.74,15.85,7.69,88.41,190.46,101.76,14.047331
2014-05-02,14.3784,117.7135,13.224657,,147.09,144.7,151.58,,213.15,150.8129,69.74,15.94,7.7,89.66,194.55,101.55,14.047331
2014-05-05,14.3922,117.751,13.224657,,146.42,143.03,152.09,,213.4,150.5917,70.03,15.86,7.7,90.86,193.6,101.55,14.047331
2014-05-06,14.2077,117.9379,13.224657,,146.27,143.02,151.08,,211.73,149.7766,69.54,15.87,7.7,90.34,194.85,103.42,14.047331
2014-05-07,14.3024,114.87,13.213834,,145.93,144.03,152.21,,210.65,150.1249,69.54,15.79,7.59,90.68,195.36,106.98,13.948524
2014-05-08,14.3465,116.3311,13.295566,,147.0,145.31,153.47,,206.99,152.077,68.41,15.89,7.65,92.08,199.43,108.08,14.034371
2014-05-09,14.481,117.6735,13.25221,,147.21,144.62,153.76,,210.1,151.3089,69.11,16.41,7.68,90.98,199.69,108.02,14.117032
2014-05-12,14.6225,116.5046,13.32104,,147.56,146.63,155.7,,206.07,152.6929,69.33,16.74,7.69,91.88,200.37,108.42,14.217863
2014-05-13,14.6834,118.978,13.36439,,148.07,147.03,156.81,,206.4,152.9543,70.51,17.07,7.83,92.65,202.22,109.43,14.297116
2014-05-14,14.6121,119.8677,13.409211,,148.39,147.01,157.44,,204.08,152.8772,71.16,17.05,7.91,92.61,202.7,109.8,14.273603
2014-05-15,14.4711,119.5745,13.346244,,147.8,145.85,155.87,,202.74,150.7024,72.1,17.22,7.95,92.32,198.52,109.38,14.164687
2014-05-16,14.538,117.9242,13.378251,,147.58,144.71,153.78,,195.14,151.0784,72.33,17.47,7.94,92.56,198.28,109.91,14.190771
2014-05-19,14.5785,117.2248,13.352126,,147.13,144.9,153.7,,197.41,151.335,72.09,17.93,8.0,91.83,198.28,111.83,14.196105
2014-05-20,14.5093,117.5531,13.267744,,147.37,144.79,152.45,,197.13,151.3229,71.93,17.95,7.96,91.34,197.91,114.13,14.155368
2014-05-21,14.6617,117.2588,13.313939,,147.81,145.56,153.81,,198.18,152.1929,72.22,17.98,7.93,90.79,201.92,115.74,14.262116
2014-05-22,14.7064,119.1054,13.315767,,148.8,146.12,153.9,,199.46,152.4136,72.89,18.25,7.97,90.83,208.16,116.27,14.321275
2014-05-23,14.7959,120.2916,13.303536,,148.96,146.6,155.0,,197.23,153.1895,73.82,18.6,8.02,90.94,209.05,117.57,14.395899
2014-05-26,14.774,121.4215,13.303536,,149.46,148.52,154.79,,200.58,154.9458,74.1,18.4,7.99,91.29,210.33,117.57,14.395899
2014-05-27,14.9029,121.6054,13.353369,,149.52,149.65,156.39,,207.42,155.2345,74.04,18.18,7.95,91.23,206.14,115.63,14.497237
2014-05-28,14.9067,122.4208,13.370465,,149.7,149.31,154.81,,207.37,155.4192,74.05,18.37,8.04,89.79,207.86,115.79,14.504722
2014-05-29,14.9679,122.7678,13.414035,,149.7,149.31,154.81,,207.37,155.4249,74.05,18.37,7.99,89.79,207.86,115.79,14.546984
2014-05-30,14.9625,122.3741,13.364178,,149.44,149.75,156.15,,209.04,155.5445,74.17,18.01,7.89,89.08,212.2,116.65,14.531377
2014-06-02,15.016,124.085,13.364178,,149.45,149.64,154.57,,210.29,155.8933,74.14,18.45,7.84,87.89,210.71,117.95,14.531377
