,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Sweden,Spain,Italy,Belgium,Norway,Israel,Ireland,Austria,China,Taiwan,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Indonesia,Turkiye,Poland,Argentina,Russia
2019-04-01,3.6,2.4,3.8,5.7,8.5,2.3,3.0,5.22,4.3,6.6,14.2,10.3,5.6,3.2,3.9,5.1,4.9,5.0,3.7,7.4,4.1,12.5,5.6,29.0,3.56,5.0,13.8,3.5,10.6,4.7
2019-05-01,3.7,2.3,3.9,5.4,8.5,2.2,2.9,5.22,4.3,6.6,14.3,10.0,5.5,3.4,3.7,5.2,4.9,5.0,3.7,7.0,3.9,12.3,,,3.55,,13.7,3.3,,4.5
2019-06-01,3.6,2.3,3.8,5.6,8.5,2.1,2.9,5.28,4.4,6.4,14.2,9.6,5.4,3.8,4.1,5.2,4.6,5.1,3.7,7.9,3.9,12.0,,,3.54,,13.7,3.3,,4.4
2019-07-01,3.7,2.3,3.9,5.8,8.4,2.1,2.9,5.29,4.4,7.3,14.2,9.6,5.2,3.9,3.7,5.1,4.9,5.3,3.7,7.3,4.0,11.8,5.5,29.1,3.49,5.3,13.9,3.2,9.7,4.5
2019-08-01,3.7,2.3,3.8,5.8,8.3,2.1,2.9,5.27,4.5,7.3,14.1,9.4,5.1,4.4,3.6,5.0,5.1,5.2,3.7,8.2,3.5,11.8,,,3.46,,14.1,3.2,,4.3
2019-09-01,3.5,2.4,3.8,5.6,8.2,2.1,2.9,5.22,4.5,6.8,14.0,9.8,5.1,3.6,3.6,4.9,4.6,5.2,3.7,7.2,3.5,11.8,,,3.51,,14.1,3.1,,4.5
2019-10-01,3.6,2.4,3.8,5.6,8.2,2.2,3.0,5.28,4.5,6.9,13.9,9.5,5.2,4.4,3.5,4.8,5.0,5.1,3.7,8.1,3.5,11.6,5.7,29.1,3.57,5.3,13.5,3.1,8.9,4.6
2019-11-01,3.6,2.3,3.8,5.9,8.2,2.3,3.1,5.15,4.5,7.7,13.9,9.8,5.2,3.8,4.0,4.8,4.1,5.1,3.7,7.2,3.7,11.2,,,3.52,,13.3,3.0,,4.6
2019-12-01,3.6,2.2,3.9,5.6,8.2,2.5,3.1,5.06,4.3,6.8,13.8,9.7,5.3,4.0,3.6,4.8,4.7,5.2,3.7,7.6,3.5,11.0,,,3.19,,13.4,3.0,,4.6
2020-01-01,3.5,2.4,4.0,5.5,8.2,2.6,3.2,5.25,4.1,7.4,13.8,9.7,5.2,4.1,3.7,4.8,4.3,5.3,3.7,7.2,3.5,11.2,5.7,30.1,3.64,4.9,13.0,2.9,10.4,4.7
2020-02-01,3.5,2.4,4.0,5.7,7.8,2.5,3.3,5.08,4.0,7.8,13.6,9.5,5.1,3.6,3.3,4.8,4.6,6.2,3.7,7.8,3.4,11.6,,,3.53,,12.6,2.9,,4.6
2020-03-01,4.4,2.5,4.1,8.4,7.6,2.9,3.4,5.2,4.1,6.8,14.5,7.7,5.0,3.6,3.5,4.9,4.8,5.9,3.7,8.8,3.9,12.2,,,3.27,,13.0,2.9,,4.7
2020-04-01,14.7,2.6,4.1,13.6,7.6,3.3,3.5,6.32,4.5,8.2,15.3,7.5,4.9,4.1,3.7,4.7,6.0,6.0,4.1,23.5,3.9,12.6,9.0,23.3,4.86,4.9,13.5,3.1,13.1,5.8
2020-05-01,13.2,2.8,4.1,14.1,7.0,3.4,3.6,7.03,4.6,8.5,15.5,8.7,5.0,4.8,4.2,5.0,7.1,5.9,4.1,21.7,4.3,12.9,,,4.28,,13.6,3.2,,6.1
2020-06-01,11.0,2.8,4.3,12.4,7.4,3.2,3.7,7.46,5.4,9.1,16.0,9.5,5.4,4.9,4.7,5.7,7.9,5.7,4.0,10.2,4.2,13.3,,,5.51,,13.7,3.4,,6.2
2020-07-01,10.2,2.9,4.6,11.0,8.6,3.2,3.8,7.54,5.5,9.6,16.3,10.1,6.0,5.9,4.8,6.8,6.7,5.7,3.9,7.4,4.2,13.8,8.5,30.8,5.08,7.0,14.2,3.4,11.7,6.3
2020-08-01,8.4,3.0,4.9,10.2,8.9,3.3,3.9,6.83,5.5,9.3,16.5,10.0,6.4,5.3,4.9,7.2,6.4,5.6,3.8,8.4,3.7,14.4,,,4.94,,12.9,3.4,,6.4
2020-09-01,7.9,3.0,5.1,9.2,8.9,3.2,3.9,6.94,5.4,9.0,16.4,10.0,6.3,5.3,4.5,7.3,6.4,5.4,3.8,6.7,4.1,14.6,,,4.81,,12.6,3.4,,6.3
2020-10-01,6.9,3.1,5.1,9.0,8.3,3.2,3.9,6.93,5.3,8.7,16.3,10.0,5.8,5.6,4.6,6.4,6.1,5.3,3.8,7.0,4.2,14.3,7.4,32.5,4.59,7.0,13.1,3.3,11.0,6.3
2020-11-01,6.7,2.9,5.2,8.7,8.1,3.3,3.9,6.81,5.0,8.6,16.2,9.6,5.7,5.0,4.8,6.2,5.8,5.2,3.8,6.5,4.2,14.1,,,4.52,,13.0,3.3,,6.1
2020-12-01,6.7,3.0,5.1,8.9,7.9,3.5,3.9,6.58,4.9,9.2,16.2,9.8,6.0,4.7,4.8,6.2,6.8,5.2,3.8,9.1,4.3,13.9,,,4.18,,12.6,3.4,,5.9
2021-01-01,6.3,2.9,5.1,9.2,8.1,3.7,3.9,6.31,4.7,9.0,15.7,10.2,6.5,5.2,4.6,6.8,7.6,5.4,3.7,6.5,4.8,14.2,6.5,32.6,4.49,6.2,12.5,3.6,10.2,5.8
2021-02-01,6.2,2.9,4.9,8.5,8.2,3.6,3.9,5.79,4.7,9.1,15.6,10.2,6.8,5.4,5.1,7.3,7.0,5.5,3.7,6.9,4.0,14.4,,,4.37,,13.3,3.7,,5.7
2021-03-01,6.1,2.7,4.9,7.6,8.2,3.4,3.9,5.61,4.6,9.6,15.3,10.1,6.8,4.4,5.5,7.6,6.5,5.3,3.7,6.5,4.0,14.7,,,4.35,,12.8,3.8,,5.4
2021-04-01,6.1,2.9,4.9,8.2,8.2,3.3,3.8,5.42,4.5,9.1,15.6,10.2,6.5,5.1,5.4,7.5,7.3,5.1,3.7,8.0,3.8,14.7,6.6,34.4,4.84,6.2,13.3,3.7,9.6,5.2
2021-05-01,5.8,2.9,4.7,8.2,8.0,3.1,3.7,5.08,4.4,9.1,15.6,9.9,6.3,5.5,5.4,7.0,6.8,5.0,4.2,11.9,3.8,14.6,,,4.06,,13.3,3.6,,4.9
2021-06-01,5.9,2.9,4.6,7.8,7.9,2.8,3.6,4.99,4.2,9.4,15.5,9.4,6.2,4.4,5.3,6.4,6.2,5.0,4.7,9.2,3.7,14.2,,,4.01,,11.0,3.5,,4.8
2021-07-01,5.4,2.8,4.4,7.5,7.9,2.8,3.5,4.71,4.1,8.7,15.1,9.1,6.3,5.0,5.0,5.9,6.0,5.1,4.4,7.0,3.3,13.7,6.6,34.9,4.12,6.5,11.6,3.3,8.2,4.5
2021-08-01,5.2,2.8,4.3,7.2,7.8,2.7,3.4,4.57,4.2,8.9,14.7,9.1,6.4,4.0,5.0,5.5,6.0,5.1,4.1,8.3,3.2,13.1,,,4.02,,11.9,3.1,,4.4
2021-09-01,4.8,2.7,4.2,7.1,7.7,2.6,3.4,4.67,4.1,8.9,14.2,9.0,6.2,3.7,5.0,5.2,4.9,4.9,3.9,6.9,3.0,12.6,,,3.91,,11.3,3.0,,4.3
2021-10-01,4.5,2.7,4.1,6.6,7.5,2.5,3.3,5.21,3.9,8.4,13.7,9.2,6.0,3.7,4.8,5.3,5.9,4.9,3.8,7.7,3.2,12.1,6.9,35.3,3.82,6.5,11.0,3.0,7.0,4.3
2021-11-01,4.2,2.8,4.0,6.2,7.5,2.5,3.2,4.59,3.7,8.3,13.3,9.0,5.8,3.8,4.3,5.3,5.1,5.0,3.7,7.0,3.1,11.6,,,3.79,,11.1,3.0,,4.3
2021-12-01,3.9,2.7,4.0,6.0,7.4,2.6,3.2,4.17,3.8,8.0,13.2,8.8,5.6,3.2,4.0,5.1,4.8,5.1,3.7,7.9,3.6,11.1,,,3.87,,11.0,2.9,,4.3
2022-01-01,4.0,2.7,3.8,6.5,7.3,2.6,3.1,4.15,3.6,8.1,13.2,8.6,5.3,3.3,3.7,4.9,4.7,5.3,3.7,6.6,3.3,11.2,6.0,34.5,3.54,5.8,11.2,2.9,7.0,4.4
2022-02-01,3.8,2.7,3.7,5.4,7.4,2.5,3.1,4.0,3.4,7.3,13.2,8.4,5.3,3.5,3.8,4.7,4.8,5.5,3.7,8.1,2.8,11.2,,,3.7,,10.8,2.8,,4.1
2022-03-01,3.6,2.6,3.8,5.3,7.4,2.4,3.1,3.92,3.3,7.7,13.2,8.3,5.4,3.1,3.7,5.0,4.2,5.8,3.7,7.6,2.8,11.1,,,3.37,,11.1,2.8,,4.1
2022-04-01,3.6,2.6,3.8,5.3,7.5,2.3,3.0,3.88,3.2,7.8,13.0,8.2,5.7,2.7,3.6,4.5,4.4,6.1,3.7,7.8,2.8,10.5,5.8,33.9,3.16,5.8,10.8,2.8,6.9,4.0
2022-05-01,3.6,2.6,3.8,5.2,7.5,2.0,3.0,3.93,3.3,7.8,12.7,8.1,5.9,3.8,3.7,4.2,4.7,5.9,3.7,7.1,2.9,9.8,,,3.32,,10.8,2.8,,3.9
2022-06-01,3.6,2.6,3.6,4.9,7.5,2.0,3.0,3.59,3.4,7.4,12.7,8.1,5.8,3.1,3.4,4.2,4.2,5.5,3.7,7.8,2.9,9.3,,,3.36,,10.4,2.8,,3.9
2022-07-01,3.5,2.6,3.5,4.9,7.3,2.0,3.0,3.46,3.6,7.3,12.7,8.0,5.5,2.8,3.5,4.3,4.6,5.4,3.7,6.8,2.9,9.1,5.8,32.9,3.23,5.8,10.2,2.9,7.1,3.9
2022-08-01,3.7,2.5,3.6,5.3,7.2,2.0,3.1,3.52,3.8,6.9,12.7,8.1,5.4,3.5,3.5,4.4,5.3,5.3,3.7,8.3,2.6,8.9,,,3.29,,9.8,3.0,,3.8
2022-09-01,3.5,2.6,3.7,5.2,7.1,1.9,3.1,3.58,3.8,7.0,12.9,8.0,5.4,3.4,3.8,4.3,5.2,5.5,3.6,6.4,2.8,8.7,,,3.12,,10.1,3.0,,3.9
2022-10-01,3.7,2.6,3.7,5.2,7.2,1.9,3.1,3.4,3.7,7.8,12.9,7.9,5.6,3.2,4.1,4.5,4.6,5.5,3.6,7.9,2.8,8.3,4.8,32.7,3.2,5.8,10.2,3.0,6.3,3.9
2022-11-01,3.6,2.5,3.7,5.1,7.2,2.0,3.0,3.45,3.6,7.1,12.9,7.8,5.7,3.1,4.0,4.5,5.5,5.7,3.6,8.0,2.8,8.1,,,2.96,,10.1,2.9,,3.7
2022-12-01,3.5,2.5,3.7,5.0,7.2,2.1,3.0,3.52,3.5,7.5,13.0,7.8,5.7,3.4,4.2,4.4,4.9,5.5,3.6,8.3,3.1,7.9,,,3.03,,10.3,2.8,,3.7
2023-01-01,3.4,2.4,3.8,5.0,7.1,2.2,3.0,3.66,3.6,7.3,13.0,8.0,5.6,3.6,4.2,4.2,5.1,5.5,3.6,7.1,2.9,8.4,5.1,32.9,2.89,5.4,9.7,2.7,6.9,3.6
2023-02-01,3.6,2.6,3.9,5.0,7.1,2.1,2.9,3.55,3.5,7.6,12.8,7.9,5.6,3.8,3.9,4.1,4.9,5.6,3.6,7.5,2.6,8.6,,,2.7,,10.1,2.6,,3.5
2023-03-01,3.5,2.8,3.8,5.0,7.1,2.0,2.9,3.52,3.5,7.3,12.5,7.8,5.6,3.8,3.7,4.1,4.5,5.3,3.6,7.8,2.7,8.8,,,2.72,,10.0,2.7,,3.5
2023-04-01,3.4,2.6,4.0,5.0,7.2,2.0,2.9,3.69,3.4,7.2,12.1,7.8,5.6,3.6,3.6,4.1,5.1,5.2,3.5,8.1,2.6,8.5,4.9,32.6,2.94,5.4,10.0,2.7,6.2,3.3
2023-05-01,3.7,2.6,4.2,5.2,7.3,1.9,2.9,3.57,3.5,7.2,11.9,7.7,5.6,3.1,3.6,4.1,4.7,5.2,3.4,7.7,2.5,8.3,,,2.98,,9.5,2.8,,3.2
2023-06-01,3.6,2.5,4.3,5.4,7.3,1.9,3.0,3.48,3.5,8.0,11.9,7.5,5.6,3.4,3.6,4.4,5.1,5.2,3.4,8.5,2.6,8.0,,,2.67,,9.5,2.8,,3.1
2023-07-01,3.5,2.7,,5.5,7.4,1.9,3.0,3.74,3.6,7.1,12.0,7.8,5.3,3.6,3.4,4.4,5.7,5.3,3.4,7.9,2.8,7.9,,31.9,2.93,,9.3,2.8,6.2,3.0
2023-08-01,3.8,2.7,,5.5,7.4,2.0,3.0,3.7,3.6,8.1,11.9,7.5,5.3,3.6,3.1,4.5,5.4,5.2,3.4,8.1,2.4,7.8,,,2.75,,9.2,2.8,,3.0
2023-09-01,3.8,2.6,4.2,5.5,7.3,2.0,3.1,3.55,3.7,8.2,12.0,7.6,5.4,3.5,3.2,4.7,5.5,5.0,3.44,7.1,2.6,7.7,,,2.69,,9.1,2.8,,3.0
2023-10-01,3.9,2.5,,5.7,7.3,2.0,3.1,3.72,3.6,7.9,12.0,7.8,5.6,3.6,3.1,4.8,5.1,5.0,3.41,,2.5,7.6,,,2.66,,,2.8,6.3,2.9
